source,file,indicator_code,indicator_name,unit,data_format,notes
WDI,WDICSV.csv,NY.GDP.PETR.RT.ZS,NY.GDP.PETR.RT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.BU.MT.CE.AR5,EN.GHG.CO2.BU.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.MPYR.ZS,SL.EMP.MPYR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.TFRT.IN,SP.DYN.TFRT.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.TAXE.ZS,IC.FRM.TAXE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ACTI.1524.MA.NE.ZS,SL.TLF.ACTI.1524.MA.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.EL5M.ZS,AG.LND.EL5M.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CM.MKT.LDOM.NO,CM.MKT.LDOM.NO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,MS.MIL.XPND.ZS,MS.MIL.XPND.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.3034.FE.5Y,SP.POP.3034.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.TCOM.WM.FN.ZS,TM.TAX.TCOM.WM.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.DPND,SP.POP.DPND,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_si_allsi.cov_q1_tot,per_si_allsi.cov_q1_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.BA.ZS,SE.TER.CUAT.BA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.MKTP.PP.CD,NY.GDP.MKTP.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.IMM.HEPB,SH.IMM.HEPB,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ADT.1524.LT.FM.ZS,SE.ADT.1524.LT.FM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.CEL.SETS,IT.CEL.SETS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNCD.CD,DT.NFL.UNCD.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.H2O.SMDW.ZS,SH.H2O.SMDW.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.ANM.ALLW.ZS,SH.ANM.ALLW.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.USE.COMM.FO.ZS,EG.USE.COMM.FO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ST.INT.DPRT,ST.INT.DPRT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.MANF.CN,NV.IND.MANF.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.UMIC.GP,SI.POV.UMIC.GP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.1524.FE.NE.ZS,SL.UEM.1524.FE.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,MS.MIL.MPRT.KD,MS.MIL.MPRT.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.FISP.XQ,IQ.CPA.FISP.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.STRC.XQ,IQ.CPA.STRC.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.ELC.HYRO.ZS,EG.ELC.HYRO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.EXP.GNFS.CN,NE.EXP.GNFS.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IP.PAT.RESD,IP.PAT.RESD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.5559.MA.5Y,SP.POP.5559.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.URB.MCTY.TL.ZS,EN.URB.MCTY.TL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.PCAP.KD.ZG,NY.GDP.PCAP.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.LPV.PRIM.LD.MA,SE.LPV.PRIM.LD.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.WFPG.CD,DT.NFL.WFPG.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.PART.FE.ZS,SL.TLF.PART.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.ENRR.FE,SE.TER.ENRR.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.SRV.TOTL.CD,NV.SRV.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CM.MKT.TRAD.GD.ZS,CM.MKT.TRAD.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IP.TMK.NRCT,IP.TMK.NRCT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.MC.P1,IC.BRE.MC.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IS.SHP.GOOD.TU,IS.SHP.GOOD.TU,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.IDPC,SM.POP.IDPC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.LPV.PRIM.FE,SE.LPV.PRIM.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.CEL.SETS.P2,IT.CEL.SETS.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.TRF.KOGT.CD,BN.TRF.KOGT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNWN.CD,DT.NFL.UNWN.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.SRF.TOTL.K2,AG.SRF.TOTL.K2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SN.ITK.SALT.ZS,SN.ITK.SALT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.BA.MA.ZS,SE.TER.CUAT.BA.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.KD,NE.CON.PRVT.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.TOTL.CN,NV.IND.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.IMFC.CD,DT.NFL.IMFC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.RHCR.EA,SM.POP.RHCR.EA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.BASC.MA.ZS,SL.UEM.BASC.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.NET.USER.ZS,IT.NET.USER.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.MNF.MTRN.ZS.UN,NV.MNF.MTRN.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IS.AIR.PSGR,IS.AIR.PSGR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.LPV.PRIM.LD.FE,SE.LPV.PRIM.LD.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ACTI.1524.ZS,SL.TLF.ACTI.1524.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.TOTL.IN,SL.TLF.TOTL.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.CFT.ACCS.UR.ZS,EG.CFT.ACCS.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.FAM.WORK.FE.ZS,SL.FAM.WORK.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.LPV.PRIM.SD.MA,SE.LPV.PRIM.SD.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.MANF.KD.ZG,NV.IND.MANF.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.1524.MA.ZS,SH.HIV.1524.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FX.OWN.TOTL.OL.ZS,FX.OWN.TOTL.OL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.ASYS.EA,SM.POP.ASYS.EA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.MC.OS,IC.BRE.MC.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.FWST.ZS,ER.H2O.FWST.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.R1.ZS,TX.VAL.MRCH.R1.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IP.PAT.NRES,IP.PAT.NRES,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.POP.EL5M.ZS,EN.POP.EL5M.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.PRV.SMOK.FE,SH.PRV.SMOK.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.MALN.MA.ZS,SH.STA.MALN.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.M18.2024.FE.ZS,SP.M18.2024.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_lm_alllm.adq_pop_tot,per_lm_alllm.adq_pop_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.GDP.PCAP.EM.KD,SL.GDP.PCAP.EM.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.MNF.TECH.ZS.UN,TX.MNF.TECH.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.CERF.CD,DT.NFL.CERF.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNEP.CD,DT.NFL.UNEP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.EXPT.CN,GC.TAX.EXPT.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.TOTL.ZS,SL.UEM.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.TX.P3,IC.BRE.TX.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.SLF.0714.ZS,SL.SLF.0714.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.REG.BRTH.MA.ZS,SP.REG.BRTH.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.CONM.ZS,SP.DYN.CONM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.HYGN.ZS,SH.STA.HYGN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.GOV.DURS.ZS,IC.GOV.DURS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.AGR.TOTL.ZS,NV.AGR.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_lm_alllm.ben_q1_tot,per_lm_alllm.ben_q1_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_lm_alllm.cov_q3_tot,per_lm_alllm.cov_q3_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ACTI.ZS,SL.TLF.ACTI.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.AST.TOTL.CN,GC.AST.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GSR.NFCY.CD,NY.GSR.NFCY.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.SPR.PGAP,SI.SPR.PGAP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.TDS.DPPG.GN.ZS,DT.TDS.DPPG.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRE.ENRR.MA,SE.PRE.ENRR.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ENR.TERT.FM.ZS,SE.ENR.TERT.FM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DSTC.IR.ZS,DT.DOD.DSTC.IR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.SPI.OVRL,IQ.SPI.OVRL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.YPKG.CN,GC.TAX.YPKG.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FX.OWN.TOTL.PL.ZS,FX.OWN.TOTL.PL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DRES.GN.ZS,NY.ADJ.DRES.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.REG.BRTH.UR.ZS,SP.REG.BRTH.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.FAM.WORK.MA.ZS,SL.FAM.WORK.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.PUBS.XQ,IQ.CPA.PUBS.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.FO.ZS,IC.FRM.FO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.AIRP.FE.P5,SH.STA.AIRP.FE.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNEC.CD,DT.NFL.UNEC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.TRF.PWKR.DT.GD.ZS,BX.TRF.PWKR.DT.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RL.PER.RNK,RL.PER.RNK,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.PRIV.ZS,SE.SEC.PRIV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.NFSV.CD,BM.GSR.NFSV.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.TCOM.SM.AR.ZS,TM.TAX.TCOM.SM.AR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SN.ITK.VITA.ZS,SN.ITK.VITA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.VAW.GOES.ZS,SG.VAW.GOES.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNTY.PC.CD,NY.ADJ.NNTY.PC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.US.OS,IC.BRE.US.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.IMPT.CN,GC.TAX.IMPT.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.ATLS.CD,NY.GNP.ATLS.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.GSRV.CN,GC.XPN.GSRV.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VC.IHR.PSRC.MA.P5,VC.IHR.PSRC.MA.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.LTUL.CD,DC.DAC.LTUL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.2024.MA.5Y,SP.POP.2024.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.FSH.AQUA.MT,ER.FSH.AQUA.MT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNFP.CD,DT.NFL.UNFP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.URB.LCTY,EN.URB.LCTY,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.PRVT.CD,DT.NFL.PRVT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BG.GSR.NFSV.GD.ZS,BG.GSR.NFSV.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH_UHC_SCI_ID,SH_UHC_SCI_ID,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FD.RES.LIQU.AS.ZS,FD.RES.LIQU.AS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.FS.P2,IC.BRE.FS.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.DST.04TH.20,SI.DST.04TH.20,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ADVN.MA.ZS,SL.TLF.ADVN.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.FINL.CD,DC.DAC.FINL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.BU.MT.CE.AR5,EN.GHG.N2O.BU.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.1564.TO.ZS,SP.POP.1564.TO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.INTR.K3,ER.H2O.INTR.K3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RL.PER.RNK.LOWER,RL.PER.RNK.LOWER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.ARTC.ZS,SH.HIV.ARTC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FB.AST.NPER.ZS,FB.AST.NPER.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.SW.MA.ZS,SL.TLF.0714.SW.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.FPRV.ZS,NE.GDI.FPRV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.5054.FE.5Y,SP.POP.5054.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.SPI.PIL5,IQ.SPI.PIL5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.TAX.NIND.CD,NY.TAX.NIND.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VA.EST,VA.EST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.LB.OS,IC.BRE.LB.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.IC.MT.CE.AR5,EN.GHG.N2O.IC.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PV.PER.RNK.UPPER,PV.PER.RNK.UPPER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRR.FE,SE.SEC.ENRR.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.TCOM.SM.FN.ZS,TM.TAX.TCOM.SM.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.UNER.LO.ZS,SE.SEC.UNER.LO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MANF.ZS.UN,TM.VAL.MANF.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.H2O.BASW.UR.ZS,SH.H2O.BASW.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.EL5M.RU.K2,AG.LND.EL5M.RU.K2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.BASC.ZS,SL.UEM.BASC.ZS,,long (each row is country-year-indicator),Actual indicator codes
